,0
2019-09-15 09:00:00,282.6152768705964
2019-09-15 10:00:00,289.32314290722024
2019-09-15 11:00:00,296.7505888944417
2019-09-15 12:00:00,278.14730708742456
2019-09-15 13:00:00,261.7368744966899
2019-09-15 14:00:00,281.37355335267085
2019-09-15 15:00:00,285.3726278743489
2019-09-15 16:00:00,266.32534329507405
2019-09-15 17:00:00,269.74133903995056
2019-09-15 18:00:00,262.95044269464375
2019-09-15 19:00:00,262.7312748450086
2019-09-15 20:00:00,276.6913770973035
2019-09-15 21:00:00,302.04651716546414
2019-09-15 22:00:00,302.86929786738284
2019-09-15 23:00:00,294.65171298831217
2019-09-16 00:00:00,277.6365206508823
2019-09-16 01:00:00,286.99783256959313
2019-09-16 02:00:00,287.75112741880235
2019-09-16 03:00:00,287.49782856647465
2019-09-16 04:00:00,282.7218985735844
2019-09-16 05:00:00,298.35909503354287
2019-09-16 06:00:00,384.8818554322084
2019-09-16 07:00:00,514.5810687084052
2019-09-16 08:00:00,640.8549832976602
2019-09-16 09:00:00,686.2846506902117
2019-09-16 10:00:00,683.5602365826345
2019-09-16 11:00:00,690.313446037358
2019-09-16 12:00:00,638.4928854038134
2019-09-16 13:00:00,651.3834946398606
2019-09-16 14:00:00,683.5700747461703
2019-09-16 15:00:00,665.3730696763752
2019-09-16 16:00:00,627.0856946687105
2019-09-16 17:00:00,573.616757788515
2019-09-16 18:00:00,526.8704397436875
2019-09-16 19:00:00,496.21947221516433
2019-09-16 20:00:00,514.8295680798832
2019-09-16 21:00:00,544.2488902916441
2019-09-16 22:00:00,535.6199899837718
2019-09-16 23:00:00,494.7810257916283
2019-09-17 00:00:00,413.86183226884924
2019-09-17 01:00:00,417.27486144660406
2019-09-17 02:00:00,438.8178318897829
2019-09-17 03:00:00,441.6727266036322
2019-09-17 04:00:00,415.51629639772193
2019-09-17 05:00:00,412.12185254792
2019-09-17 06:00:00,450.82627571992316
2019-09-17 07:00:00,570.7365824058852
2019-09-17 08:00:00,673.6111336557892
2019-09-17 09:00:00,709.4386903009927
2019-09-17 10:00:00,713.2170027234887
2019-09-17 11:00:00,677.2213493046271
2019-09-17 12:00:00,617.0391474485496
2019-09-17 13:00:00,646.0595209834429
2019-09-17 14:00:00,660.1470594374586
2019-09-17 15:00:00,648.636381944749
2019-09-17 16:00:00,660.3894948437581
2019-09-17 17:00:00,620.920501499343
2019-09-17 18:00:00,634.5000689079754
2019-09-17 19:00:00,637.8652752045605
2019-09-17 20:00:00,652.311842894816
2019-09-17 21:00:00,647.298306863605
2019-09-17 22:00:00,643.2622998053242
2019-09-17 23:00:00,571.4599719579751
2019-09-18 00:00:00,456.95185881148086
2019-09-18 01:00:00,438.4092982212746
2019-09-18 02:00:00,420.64637329775434
2019-09-18 03:00:00,430.911548902038
2019-09-18 04:00:00,418.22990239707354
2019-09-18 05:00:00,409.8750272764061
2019-09-18 06:00:00,452.33501516115297
2019-09-18 07:00:00,563.3057154237872
2019-09-18 08:00:00,652.3080677835271
2019-09-18 09:00:00,670.4376248824744
2019-09-18 10:00:00,650.3071384851677
2019-09-18 11:00:00,644.2834565120676
2019-09-18 12:00:00,623.432725450042
2019-09-18 13:00:00,657.2583931083367
2019-09-18 14:00:00,675.1197568196197
2019-09-18 15:00:00,665.4435244975676
2019-09-18 16:00:00,632.590528173918
2019-09-18 17:00:00,609.9752383627755
2019-09-18 18:00:00,597.9012679940438
2019-09-18 19:00:00,598.1051066510854
2019-09-18 20:00:00,614.2864687415765
2019-09-18 21:00:00,650.9504634253864
2019-09-18 22:00:00,635.7752359109221
2019-09-18 23:00:00,565.0850095517258
2019-09-19 00:00:00,479.16782296828313
2019-09-19 01:00:00,483.2109789427422
2019-09-19 02:00:00,479.49750014089415
2019-09-19 03:00:00,471.6413481899814
2019-09-19 04:00:00,446.93451448299527
2019-09-19 05:00:00,431.39167794053884
2019-09-19 06:00:00,465.004782055585
2019-09-19 07:00:00,544.4896874778092
2019-09-19 08:00:00,657.1799241789234
2019-09-19 09:00:00,666.9873568954671
2019-09-19 10:00:00,655.8481531934717
2019-09-19 11:00:00,661.9675894494065
2019-09-19 12:00:00,596.1743947890993
2019-09-19 13:00:00,647.7293151868519
2019-09-19 14:00:00,653.7651523877588
2019-09-19 15:00:00,659.7259765933165
2019-09-19 16:00:00,656.6528936687837
2019-09-19 17:00:00,614.69224533986
2019-09-19 18:00:00,583.1895749193694
2019-09-19 19:00:00,597.50535012658
2019-09-19 20:00:00,587.783873947752
2019-09-19 21:00:00,607.9838690370487
2019-09-19 22:00:00,619.8534041143116
2019-09-19 23:00:00,606.1963683010944
2019-09-20 00:00:00,460.49822151625307
2019-09-20 01:00:00,443.3465040814158
2019-09-20 02:00:00,430.4995218352811
2019-09-20 03:00:00,410.41136748855916
2019-09-20 04:00:00,397.81954540181476
2019-09-20 05:00:00,397.52748642990514
2019-09-20 06:00:00,424.4270569263033
2019-09-20 07:00:00,521.762119760661
2019-09-20 08:00:00,627.2999646077342
2019-09-20 09:00:00,638.3092982684108
2019-09-20 10:00:00,645.788571202033
2019-09-20 11:00:00,627.510829113098
2019-09-20 12:00:00,585.6364981399653
2019-09-20 13:00:00,629.5716795139638
2019-09-20 14:00:00,645.0159672772478
2019-09-20 15:00:00,637.8567244004861
2019-09-20 16:00:00,614.6392767361033
2019-09-20 17:00:00,574.5327354431728
2019-09-20 18:00:00,527.5853565494881
2019-09-20 19:00:00,534.1533314688445
2019-09-20 20:00:00,521.1344252114483
2019-09-20 21:00:00,535.4969966209235
2019-09-20 22:00:00,542.414425086226
2019-09-20 23:00:00,505.04774531400267
2019-09-21 00:00:00,435.70262471170554
2019-09-21 01:00:00,446.69415742148647
2019-09-21 02:00:00,436.48427397128887
2019-09-21 03:00:00,427.1811819029541
2019-09-21 04:00:00,403.72410181288626
2019-09-21 05:00:00,371.61635120634077
2019-09-21 06:00:00,328.04724095373086
2019-09-21 07:00:00,317.171185352187
2019-09-21 08:00:00,328.87840613743543
2019-09-21 09:00:00,345.50589003714515
2019-09-21 10:00:00,318.84172301873815
2019-09-21 11:00:00,281.63604879446746
2019-09-21 12:00:00,268.94643440994514
2019-09-21 13:00:00,272.86353538039566
2019-09-21 14:00:00,270.64121333679975
2019-09-21 15:00:00,262.04629625843404
2019-09-21 16:00:00,246.75179903063133
2019-09-21 17:00:00,255.33187892020703
2019-09-21 18:00:00,250.8072233230376
2019-09-21 19:00:00,248.62346951131275
2019-09-21 20:00:00,271.1169799461392
2019-09-21 21:00:00,273.8778921053251
2019-09-21 22:00:00,273.59613035826357
2019-09-21 23:00:00,265.9084642733555
2019-09-22 00:00:00,253.67015465308984
2019-09-22 01:00:00,245.11058617745243
2019-09-22 02:00:00,244.2415765359058
2019-09-22 03:00:00,242.09678310043813
2019-09-22 04:00:00,245.16064771610644
2019-09-22 05:00:00,228.53285681864543
2019-09-22 06:00:00,217.04514427403137
2019-09-22 07:00:00,216.58704437641725
2019-09-22 08:00:00,246.24240518535026
2019-09-22 09:00:00,265.17201350723303
2019-09-22 10:00:00,258.99764400550833
2019-09-22 11:00:00,256.6629672354318
2019-09-22 12:00:00,236.5471774260054
2019-09-22 13:00:00,232.42511351042975
2019-09-22 14:00:00,233.06080555119973
2019-09-22 15:00:00,238.0577759735736
2019-09-22 16:00:00,224.27182186747075
2019-09-22 17:00:00,225.187624037067
2019-09-22 18:00:00,223.09688162813222
2019-09-22 19:00:00,223.57922806643427
2019-09-22 20:00:00,239.9185347251854
2019-09-22 21:00:00,254.99544362601722
2019-09-22 22:00:00,256.17174410097357
2019-09-22 23:00:00,256.0219995654164
